ZRANB2_K562
0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	1.000000	1.000000	0.000000
1.000000	0.000000	0.000000	0.000000	0.000000	1.000000
0.298013	0.337748	0.304636	0.357616	0.337748	0.192053
0.245033	0.317881	0.278146	0.291391	0.331126	0.258278
0.132450	0.112583	0.125828	0.105960	0.119205	0.145695
0.112583	0.112583	0.119205	0.099338	0.099338	0.145695
0.033113	0.000000	0.026490	0.013245	0.006623	0.019868
0.006623	0.000000	0.006623	0.006623	0.013245	0.026490
0.172185	0.119205	0.139073	0.125828	0.092715	0.211921
