LIN28B_HepG2
0.500000	0.000000	0.000000	1.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.500000	0.000000	1.000000	0.000000	0.000000	1.000000
0.000000	1.000000	0.000000	0.000000	1.000000	0.000000
0.275974	0.266234	0.185065	0.175325	0.198052	0.211039
0.217532	0.198052	0.214286	0.185065	0.207792	0.237013
0.185065	0.194805	0.188312	0.188312	0.204545	0.191558
0.175325	0.175325	0.191558	0.198052	0.168831	0.155844
0.012987	0.051948	0.022727	0.042208	0.038961	0.016234
0.022727	0.022727	0.029221	0.032468	0.035714	0.038961
0.110390	0.090909	0.168831	0.178571	0.146104	0.149351
