KHDRBS1_K562
0.000000	0.000000	0.727273	1.000000	0.909091	0.909091
0.181818	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.181818	0.000000	0.090909	0.090909
0.818182	1.000000	0.090909	0.000000	0.000000	0.000000
0.180392	0.141176	0.103922	0.072549	0.070588	0.066667
0.115686	0.105882	0.074510	0.062745	0.078431	0.109804
0.362745	0.370588	0.392157	0.403922	0.401961	0.394118
0.194118	0.219608	0.233333	0.260784	0.249020	0.227451
0.015686	0.017647	0.021569	0.019608	0.019608	0.015686
0.033333	0.035294	0.041176	0.041176	0.039216	0.043137
0.098039	0.109804	0.133333	0.139216	0.141176	0.143137
