SRSF7_HepG2
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.000000	0.000000	0.000000	1.000000	0.000000	0.500000
0.000000	1.000000	0.000000	0.000000	1.000000	0.500000
0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
0.280702	0.271930	0.245614	0.254386	0.280702	0.307018
0.315789	0.324561	0.298246	0.298246	0.342105	0.289474
0.122807	0.122807	0.140351	0.140351	0.131579	0.149123
0.166667	0.131579	0.140351	0.157895	0.096491	0.105263
0.000000	0.017544	0.026316	0.008772	0.017544	0.000000
0.008772	0.008772	0.008772	0.008772	0.008772	0.008772
0.105263	0.122807	0.140351	0.131579	0.122807	0.140351
