FTO_K562
0.000000	0.000000	0.000000	0.000000	0.000000	0.666667
0.000000	1.000000	0.000000	0.000000	0.000000	0.166667
1.000000	0.000000	1.000000	1.000000	0.833333	0.166667
0.000000	0.000000	0.000000	0.000000	0.166667	0.000000
0.297994	0.375358	0.318052	0.295129	0.226361	0.148997
0.237822	0.272206	0.223496	0.212034	0.209169	0.126074
0.163324	0.151862	0.143266	0.148997	0.160458	0.177650
0.143266	0.108883	0.151862	0.171920	0.194842	0.194842
0.011461	0.008596	0.000000	0.000000	0.002865	0.042980
0.011461	0.005731	0.008596	0.005731	0.020057	0.031519
0.134670	0.077364	0.154728	0.166189	0.186246	0.277937
