FXR1_K562
0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
1.000000	1.000000	1.000000	0.000000	0.000000	0.000000
0.185930	0.170854	0.185930	0.185930	0.140704	0.190955
0.105528	0.110553	0.155779	0.170854	0.190955	0.195980
0.276382	0.271357	0.266332	0.266332	0.276382	0.246231
0.226131	0.241206	0.216080	0.226131	0.195980	0.180905
0.020101	0.020101	0.030151	0.020101	0.025126	0.015075
0.035176	0.040201	0.035176	0.020101	0.040201	0.055276
0.150754	0.145729	0.110553	0.110553	0.130653	0.115578
