TIA1_K562
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.000000	1.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	1.000000	1.000000	1.000000	0.000000
0.357895	0.347368	0.252632	0.200000	0.168421	0.168421
0.252632	0.242105	0.189474	0.115789	0.115789	0.084211
0.115789	0.136842	0.157895	0.178947	0.189474	0.231579
0.115789	0.136842	0.168421	0.231579	0.252632	0.263158
0.000000	0.000000	0.021053	0.021053	0.021053	0.021053
0.021053	0.021053	0.021053	0.031579	0.031579	0.031579
0.136842	0.115789	0.189474	0.221053	0.221053	0.200000
