UCHL5_K562
0.000000	0.142857	1.000000	0.285714	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.714286	0.857143	0.000000	0.000000	1.000000	0.000000
0.285714	0.000000	0.000000	0.714286	0.000000	0.000000
0.246575	0.226027	0.166667	0.216895	0.162100	0.143836
0.205479	0.171233	0.118721	0.150685	0.114155	0.114155
0.301370	0.294521	0.312785	0.303653	0.315068	0.319635
0.136986	0.166667	0.191781	0.175799	0.180365	0.175799
0.004566	0.006849	0.031963	0.027397	0.013699	0.047945
0.009132	0.015982	0.029680	0.027397	0.036530	0.038813
0.095890	0.118721	0.148402	0.098174	0.178082	0.159817
