RBM22_K562
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
0.000000	0.000000	1.000000	1.000000	0.000000	0.000000
1.000000	1.000000	0.000000	0.000000	1.000000	0.000000
0.172131	0.237705	0.311475	0.311475	0.254098	0.286885
0.213115	0.254098	0.303279	0.311475	0.213115	0.245902
0.163934	0.139344	0.098361	0.098361	0.122951	0.122951
0.188525	0.180328	0.114754	0.090164	0.098361	0.098361
0.049180	0.016393	0.008197	0.008197	0.049180	0.016393
0.024590	0.016393	0.008197	0.000000	0.016393	0.032787
0.188525	0.155738	0.155738	0.180328	0.245902	0.196721
