PUM2_HEK293
0.000000	0.000000	0.000000	1.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.500000	0.000000
0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1.000000	0.000000	1.000000	0.000000	0.500000	0.000000
0.311321	0.301887	0.268868	0.283019	0.259434	0.212264
0.146226	0.174528	0.183962	0.188679	0.183962	0.165094
0.202830	0.193396	0.188679	0.198113	0.202830	0.207547
0.188679	0.169811	0.174528	0.188679	0.202830	0.231132
0.004717	0.009434	0.037736	0.004717	0.004717	0.004717
0.018868	0.018868	0.023585	0.028302	0.028302	0.028302
0.127358	0.132075	0.122642	0.108491	0.117925	0.150943
