PUM2_K562
0.000000	0.000000	0.000000	1.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.750000	0.000000
0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
1.000000	0.000000	1.000000	0.000000	0.250000	0.000000
0.264794	0.273821	0.247743	0.202608	0.219659	0.188566
0.184554	0.205617	0.186560	0.157472	0.167503	0.154463
0.186560	0.180542	0.184554	0.188566	0.183551	0.193581
0.172518	0.170512	0.190572	0.230692	0.230692	0.236710
0.026078	0.022066	0.031093	0.034102	0.021063	0.019057
0.026078	0.029087	0.029087	0.039117	0.039117	0.045135
0.139418	0.118355	0.130391	0.147442	0.138415	0.162487
