SND1_K562
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
0.000000	0.000000	1.000000	1.000000	0.000000	0.000000
1.000000	1.000000	0.000000	0.000000	0.000000	0.000000
0.197425	0.223176	0.253219	0.287554	0.261803	0.154506
0.197425	0.278970	0.394850	0.390558	0.339056	0.231760
0.137339	0.124464	0.115880	0.115880	0.128755	0.193133
0.154506	0.141631	0.098712	0.085837	0.120172	0.154506
0.012876	0.017167	0.008584	0.004292	0.017167	0.034335
0.038627	0.030043	0.021459	0.012876	0.012876	0.060086
0.261803	0.184549	0.107296	0.103004	0.120172	0.171674
