PPIG_HepG2
0.000000	0.000000	0.000000	0.000000	0.000000	0.500000
0.000000	1.000000	0.000000	0.000000	0.000000	0.500000
1.000000	0.000000	0.000000	1.000000	1.000000	0.000000
0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
0.262868	0.281250	0.261029	0.288603	0.303309	0.297794
0.295956	0.330882	0.325368	0.318015	0.319853	0.312500
0.147059	0.134191	0.137868	0.117647	0.115809	0.126838
0.121324	0.095588	0.084559	0.090074	0.088235	0.099265
0.020221	0.033088	0.042279	0.011029	0.018382	0.031250
0.029412	0.022059	0.025735	0.012868	0.014706	0.012868
0.123162	0.102941	0.123162	0.161765	0.139706	0.119485
