GRWD1_HepG2
0.000000	0.500000	1.000000	0.000000	0.000000	1.000000
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.500000	0.000000	1.000000	1.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.248157	0.122850	0.095823	0.262899	0.253071	0.181818
0.184275	0.071253	0.066339	0.179361	0.218673	0.167076
0.216216	0.248157	0.250614	0.208845	0.203931	0.211302
0.159705	0.213759	0.218673	0.169533	0.162162	0.186732
0.014742	0.019656	0.022113	0.002457	0.000000	0.029484
0.044226	0.071253	0.081081	0.061425	0.046683	0.041769
0.132678	0.253071	0.265356	0.115479	0.115479	0.181818
